geoRegion,date,pop,inzCategoryNormalized,type,geoRegion_type,version,geoVersion
GBAE14,2020-06-03,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-04,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-05,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-06,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-07,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-08,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-09,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-10,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-11,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-12,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-13,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-14,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-15,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-16,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-17,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-18,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-19,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-20,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-21,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-22,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-23,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-24,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-25,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-26,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-27,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-28,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-29,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-06-30,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-01,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-02,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-03,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-04,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-05,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-06,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-07,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-08,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-09,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-10,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-11,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-12,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-13,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-14,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-15,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-16,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-17,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-18,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-19,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-20,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-21,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-22,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-23,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-24,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-25,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-26,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-27,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-28,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-29,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-30,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-07-31,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-01,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-02,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-03,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-04,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-05,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-06,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-07,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-08,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-09,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-10,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-11,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-12,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-13,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-14,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-15,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-16,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-17,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-18,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-19,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-20,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-21,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-22,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-23,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-24,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-25,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-26,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-27,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-28,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-29,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-30,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-08-31,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-01,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-02,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-03,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-04,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-05,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-06,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-07,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-08,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-09,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-10,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-11,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-12,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-13,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-14,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-15,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-16,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-17,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-18,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-19,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-20,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-21,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-22,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-23,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-24,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-25,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-26,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-27,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-28,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-29,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-09-30,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-01,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-02,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-03,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-04,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-05,200920,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-06,200920,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-07,200920,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-08,200920,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-09,200920,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-10,200920,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-11,200920,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-12,200920,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-13,200920,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-14,200920,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-15,200920,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-16,200920,480-959,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-17,200920,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-18,200920,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-19,200920,960-1919,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-20,200920,960-1919,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-21,200920,960-1919,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-22,200920,960-1919,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-23,200920,960-1919,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-24,200920,480-959,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-25,200920,480-959,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-26,200920,1920+,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-27,200920,960-1919,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-28,200920,960-1919,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-29,200920,960-1919,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-30,200920,960-1919,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-10-31,200920,480-959,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-11-01,200920,480-959,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-11-02,200920,1920+,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-11-03,200920,960-1919,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-11-04,200920,960-1919,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-11-05,200920,960-1919,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-11-06,200920,960-1919,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-11-07,200920,480-959,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-11-08,200920,480-959,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-11-09,200920,1920+,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-11-10,200920,960-1919,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE14,2020-11-11,200920,960-1919,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
