geoRegion,period_start_date,period_end_date,pop,inzCategoryNormalized,type,geoRegion_type,version,geoVersion
BZRK0102,2020-06-01,2020-06-14,31959,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2020-06-15,2020-06-28,31959,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2020-06-29,2020-07-12,31959,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2020-07-13,2020-07-26,31959,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2020-07-27,2020-08-09,31959,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2020-08-10,2020-08-23,31959,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2020-08-24,2020-09-06,31959,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2020-09-07,2020-09-20,31959,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2020-09-21,2020-10-04,31959,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2020-10-05,2020-10-18,31959,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2020-10-19,2020-11-01,31959,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2020-11-02,2020-11-15,31959,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2020-11-16,2020-11-29,31959,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2020-11-30,2020-12-13,31959,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2020-12-14,2020-12-27,31959,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2020-12-28,2021-01-10,31959,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-01-11,2021-01-24,31959,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-01-25,2021-02-07,31959,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-02-08,2021-02-21,31959,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-02-22,2021-03-07,31959,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-03-08,2021-03-21,31959,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-03-22,2021-04-04,31959,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-04-05,2021-04-18,31959,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-04-19,2021-05-02,31959,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-05-03,2021-05-16,31959,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-05-17,2021-05-30,31959,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-05-31,2021-06-13,31959,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-06-14,2021-06-27,31959,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-06-28,2021-07-11,31959,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-07-12,2021-07-25,31959,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-07-26,2021-08-08,31959,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-08-09,2021-08-22,31959,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-08-23,2021-09-05,31959,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-09-06,2021-09-19,31959,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-09-20,2021-10-03,31959,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-10-04,2021-10-17,31959,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0102,2021-10-18,2021-10-31,31959,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-02-24,2020-03-08,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-03-09,2020-03-22,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-03-23,2020-04-05,156900,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-04-06,2020-04-19,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-04-20,2020-05-03,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-05-04,2020-05-17,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-05-18,2020-05-31,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-06-01,2020-06-14,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-06-15,2020-06-28,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-06-29,2020-07-12,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-07-13,2020-07-26,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-07-27,2020-08-09,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-08-10,2020-08-23,156900,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-08-24,2020-09-06,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-09-07,2020-09-20,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-09-21,2020-10-04,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-10-05,2020-10-18,156900,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-10-19,2020-11-01,156900,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-11-02,2020-11-15,156900,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-11-16,2020-11-29,156900,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-11-30,2020-12-13,156900,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-12-14,2020-12-27,156900,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2020-12-28,2021-01-10,156900,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-01-11,2021-01-24,156900,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-01-25,2021-02-07,156900,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-02-08,2021-02-21,156900,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-02-22,2021-03-07,156900,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-03-08,2021-03-21,156900,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-03-22,2021-04-04,156900,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-04-05,2021-04-18,156900,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-04-19,2021-05-02,156900,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-05-03,2021-05-16,156900,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-05-17,2021-05-30,156900,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-05-31,2021-06-13,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-06-14,2021-06-27,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-06-28,2021-07-11,156900,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-07-12,2021-07-25,156900,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-07-26,2021-08-08,156900,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-08-09,2021-08-22,156900,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-08-23,2021-09-05,156900,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-09-06,2021-09-19,156900,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-09-20,2021-10-03,156900,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-10-04,2021-10-17,156900,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0103,2021-10-18,2021-10-31,156900,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-02-24,2020-03-08,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-03-09,2020-03-22,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-03-23,2020-04-05,92079,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-04-06,2020-04-19,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-04-20,2020-05-03,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-05-04,2020-05-17,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-05-18,2020-05-31,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-06-01,2020-06-14,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-06-15,2020-06-28,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-06-29,2020-07-12,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-07-13,2020-07-26,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-07-27,2020-08-09,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-08-10,2020-08-23,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-08-24,2020-09-06,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-09-07,2020-09-20,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-09-21,2020-10-04,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-10-05,2020-10-18,92079,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-10-19,2020-11-01,92079,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-11-02,2020-11-15,92079,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-11-16,2020-11-29,92079,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-11-30,2020-12-13,92079,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-12-14,2020-12-27,92079,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2020-12-28,2021-01-10,92079,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-01-11,2021-01-24,92079,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-01-25,2021-02-07,92079,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-02-08,2021-02-21,92079,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-02-22,2021-03-07,92079,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-03-08,2021-03-21,92079,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-03-22,2021-04-04,92079,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-04-05,2021-04-18,92079,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-04-19,2021-05-02,92079,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-05-03,2021-05-16,92079,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-05-17,2021-05-30,92079,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-05-31,2021-06-13,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-06-14,2021-06-27,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-06-28,2021-07-11,92079,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-07-12,2021-07-25,92079,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-07-26,2021-08-08,92079,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-08-09,2021-08-22,92079,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-08-23,2021-09-05,92079,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-09-06,2021-09-19,92079,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-09-20,2021-10-03,92079,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-10-04,2021-10-17,92079,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0104,2021-10-18,2021-10-31,92079,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-02-24,2020-03-08,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-03-09,2020-03-22,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-03-23,2020-04-05,97098,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-04-06,2020-04-19,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-04-20,2020-05-03,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-05-04,2020-05-17,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-05-18,2020-05-31,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-06-01,2020-06-14,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-06-15,2020-06-28,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-06-29,2020-07-12,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-07-13,2020-07-26,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-07-27,2020-08-09,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-08-10,2020-08-23,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-08-24,2020-09-06,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-09-07,2020-09-20,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-09-21,2020-10-04,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-10-05,2020-10-18,97098,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-10-19,2020-11-01,97098,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-11-02,2020-11-15,97098,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-11-16,2020-11-29,97098,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-11-30,2020-12-13,97098,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-12-14,2020-12-27,97098,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2020-12-28,2021-01-10,97098,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-01-11,2021-01-24,97098,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-01-25,2021-02-07,97098,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-02-08,2021-02-21,97098,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-02-22,2021-03-07,97098,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-03-08,2021-03-21,97098,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-03-22,2021-04-04,97098,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-04-05,2021-04-18,97098,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-04-19,2021-05-02,97098,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-05-03,2021-05-16,97098,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-05-17,2021-05-30,97098,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-05-31,2021-06-13,97098,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-06-14,2021-06-27,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-06-28,2021-07-11,97098,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-07-12,2021-07-25,97098,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-07-26,2021-08-08,97098,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-08-09,2021-08-22,97098,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-08-23,2021-09-05,97098,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-09-06,2021-09-19,97098,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-09-20,2021-10-03,97098,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-10-04,2021-10-17,97098,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0105,2021-10-18,2021-10-31,97098,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0106,2020-02-24,2020-03-08,127263,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0106,2020-03-09,2020-03-22,127263,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0106,2020-03-23,2020-04-05,127263,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0106,2020-04-06,2020-04-19,127263,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0106,2020-04-20,2020-05-03,127263,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0106,2020-05-04,2020-05-17,127263,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0106,2020-05-18,2020-05-31,127263,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
