geoRegion,date,pop,sumTotal,per100PersonsTotal,type,version
AG,2021-08-27,694072,663575,95.61,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-08-28,694072,663575,95.61,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-08-29,694072,670400,96.59,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-08-30,694072,670400,96.59,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-08-31,694072,670400,96.59,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-01,694072,670400,96.59,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-02,694072,670400,96.59,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-03,694072,670400,96.59,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-04,694072,670400,96.59,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-05,694072,686000,98.84,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-06,694072,686000,98.84,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-07,694072,686000,98.84,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-08,694072,701000,101,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-09,694072,701000,101,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-10,694072,701000,101,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-11,694072,701000,101,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-12,694072,706850,101.84,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-13,694072,706850,101.84,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-14,694072,706850,101.84,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-15,694072,716850,103.28,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-16,694072,716850,103.28,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-17,694072,716850,103.28,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-18,694072,716850,103.28,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-19,694072,736350,106.09,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-20,694072,736350,106.09,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-21,694072,736350,106.09,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-22,694072,756350,108.97,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-23,694072,756350,108.97,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-24,694072,756350,108.97,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-25,694072,756350,108.97,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-26,694072,761225,109.68,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-27,694072,761225,109.68,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-28,694072,761225,109.68,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-29,694072,761225,109.68,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-09-30,694072,761225,109.68,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-01,694072,761225,109.68,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-02,694072,761225,109.68,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-03,694072,767075,110.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-04,694072,767075,110.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-05,694072,767075,110.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-06,694072,791075,113.98,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-07,694072,791075,113.98,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-08,694072,791075,113.98,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-09,694072,791075,113.98,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-10,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-11,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-12,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-13,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-14,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-15,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-16,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-17,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-18,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-19,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-20,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-21,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-22,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-23,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-24,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-25,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-26,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-27,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-28,694072,801800,115.52,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AG,2021-10-29,694072,805700,116.08,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AI,2021-01-24,16293,1375,8.44,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AI,2021-01-25,16293,1375,8.44,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AI,2021-01-26,16293,1375,8.44,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AI,2021-01-27,16293,1375,8.44,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AI,2021-01-28,16293,1375,8.44,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AI,2021-01-29,16293,1375,8.44,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AI,2021-01-30,16293,1375,8.44,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AI,2021-01-31,16293,1375,8.44,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AI,2021-02-01,16293,1375,8.44,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AI,2021-02-02,16293,1375,8.44,COVID19VaccDosesDelivered,2021-10-29_16-00-00
AI,2021-02-03,16293,1375,8.44,COVID19VaccDosesDelivered,2021-10-29_16-00-00
